Geographic Area Name,age_Under 5 years,age_5 to 9 years,age_10 to 14 years,age_15 to 19 years,age_20 to 24 years,age_25 to 29 years,age_30 to 34 years,age_35 to 39 years,age_40 to 44 years,age_45 to 49 years,age_50 to 54 years,age_55 to 59 years,age_60 to 64 years,age_65 to 69 years,age_70 to 74 years,age_75 to 79 years,age_80 to 84 years,age_85 years and over,gun_ownership,active_duty_forces,veteran_population,social_community_factors_score
"Jackson County, North Carolina",0.018034876467876222,0.02688822564598962,0.02446633825944171,0.05149158702881798,0.07073706795049582,0.020711967483337257,0.022692513953165034,0.024273803119956965,0.024119482835488187,0.022355159945703747,0.027274527274527276,0.033209591652453095,0.042349332644973196,0.04716492372637436,0.05775496100306052,0.07120674356699201,0.042256120063968505,0.046160907481476623,0.04670145998942899,0.0,0.050426701716062866,0.77027629180959
"Johnston County, North Carolina",0.19161717245681123,0.2030598800785136,0.22484526967285587,0.2015156947346298,0.17372249404746332,0.1401820359771892,0.1577849722922915,0.18005872332795408,0.17940258582255908,0.19032517688325104,0.20703395703395702,0.21449354297754017,0.21170110998071578,0.20370334836419457,0.2265277914897818,0.20019964507542148,0.20131627506458358,0.1923808274867222,,0.0,0.21871933949166034,3.7185898422580954
"Jones County, North Carolina",0.004529059203211022,0.003172810626226775,0.004736642667677151,0.003993225116520578,0.004801276851827625,0.003921247427641211,0.003654636820465966,0.00412408104715797,0.00202853321444494,0.00380794503105217,0.0045045045045045045,0.007610830024796113,0.009566181271542889,0.01233809843615082,0.005627406456708461,0.011239278320023662,0.004244064460573256,0.017834896072388695,0.00821528455967545,0.0,0.01107017901108869,0.13102018112367794
"Lee County, North Carolina",0.05243674233178749,0.05225726654298083,0.058330175571554885,0.050687996835090926,0.05121798058557262,0.03891556520225651,0.04225673823663773,0.04117357001972387,0.045575122603655815,0.04456617055269259,0.0495990495990496,0.06071464403961645,0.06221054709446224,0.06969202724743356,0.06572712015006417,0.07261165335699497,0.06827408045270021,0.07750311454986558,0.08211084158537141,0.0,0.08100853403432126,1.1668689405918327
"Lenoir County, North Carolina",0.041303935128684945,0.04936678228603694,0.03623847416950865,0.041712512517462635,0.04066040451084539,0.029957101757906484,0.029336405346892566,0.03821499013806706,0.025958537672759695,0.032301464317032444,0.03826353826353826,0.04947756166778942,0.059841778398651624,0.06808020723400172,0.06962681409813407,0.08111505471753919,0.058740312461557385,0.10038685987804079,0.06886557666257127,0.0,0.07391843610581462,1.0333667473328352
"Lincoln County, North Carolina",0.06115585930084343,0.07048748353096179,0.06681823923203234,0.06546169347361133,0.06380334388654857,0.04686044249690293,0.05319085546308618,0.05793885601577909,0.06314088274632189,0.07241101781445577,0.08244233244233244,0.0882196964267798,0.1146423311113473,0.10739710256164252,0.12079178596110178,0.10777136941733215,0.1323656046254152,0.116189102353944,0.10275231284587678,0.0,0.09185656898498676,1.685696880691302
"Macon County, North Carolina",0.020258725896997804,0.021308918824446774,0.023279019830743968,0.02080680455450196,0.025393129071927575,0.01808073879168245,0.016992074999503445,0.01869284561592254,0.023172090949621044,0.01954424784076303,0.022992772992772994,0.03412690449913285,0.044794023414367494,0.058850618823755155,0.06718333497877382,0.07545844424726413,0.09908967892729734,0.0594059405940594,0.049365214377973095,0.0,0.05535089505544345,0.7741464242869502
"Madison County, North Carolina",0.010481924443359639,0.01199214863811137,0.00989010989010989,0.018284767638804753,0.017412805149271304,0.012736375456881636,0.010596460563688005,0.011262775685852608,0.011647347302719572,0.01257702980287578,0.0136991386991387,0.017357279020768536,0.023201785687170687,0.028360356903002974,0.02621186691677362,0.03578822833481218,0.02644851765284783,0.026817913579437413,0.026108993408870546,0.0,0.02206631000203632,0.3729421347765334
"Martin County, North Carolina",0.012366772435115124,0.014022209674383588,0.014866742452949349,0.013747573775761248,0.012101310866323033,0.009511328616915627,0.009494110870558325,0.014176528599605522,0.008615693267944717,0.01066705106490324,0.013402138402138402,0.022230503518754746,0.018555354783849856,0.03421279861843999,0.025249284233389277,0.04466134279798876,0.024418747693443228,0.02550652416235001,0.024922380087298336,0.0,0.023602806419963346,0.37633120234207573
"McDowell County, North Carolina",0.025397987687467795,0.02999381570810142,0.03085764809902741,0.030449886879226576,0.02918705355974777,0.02581061296366447,0.025155421375652968,0.028543571812802582,0.028421756576014267,0.03135248117049263,0.03458815958815959,0.04020410210838624,0.05372245926780752,0.05342032044516934,0.05792773225392438,0.05342354333037563,0.06728994956329191,0.06550390138351583,0.05761900261474971,0.0,0.05333308650659953,0.8222024928941776
"Mecklenburg County, North Carolina",1.0,0.9725336775026217,0.9149930529240874,0.9158579252537491,1.0,1.0,1.0,1.0,0.9041016495764601,0.9046812497747666,0.91998316998317,0.951425418165661,0.9218002642088161,0.8871917873932649,0.9415786356007503,0.9242827565808932,0.8287612252429574,0.9385614058094551,0.9807866651265196,0.0,0.9507580666061941,18.857296949749365
"Mitchell County, North Carolina",0.006834268977300464,0.007111935683364255,0.007692307692307693,0.009630719398667277,0.00902692378136529,0.005712940116511216,0.007636999225375891,0.005917159763313609,0.006553722692822114,0.006955205592994342,0.00964013464013464,0.01289971190643409,0.015381812108052294,0.018631871821932267,0.018289070984302498,0.021147589470570837,0.025464386763439536,0.030227526063864665,0.01636056243371242,0.0,0.012976915529721024,0.25409176464618644
"Montgomery County, North Carolina",0.015743226751281425,0.01751767900836224,0.01817607679676645,0.01647978043443322,0.015293440435385542,0.017271917520706847,0.013526128667050668,0.012674825174825174,0.015381185911725367,0.01371821206770214,0.017411642411642413,0.025899754905473776,0.024644305085260488,0.033752278614602324,0.028531937999802547,0.04310854776693286,0.034690613851642266,0.026883483050291784,0.030893950372260552,0.0,0.027009015346452173,0.4486080021726003
"Moore County, North Carolina",0.0799500989884197,0.08725229222123632,0.07640520399141089,0.06926947469927182,0.05768073471310081,0.054416266521966156,0.062009653008123625,0.08167473552088937,0.06833481943825234,0.0650113517604238,0.06807494307494308,0.08923734036606516,0.10332994214737994,0.13456778278806486,0.1499160825352947,0.20689145223306715,0.19350473612990526,0.17507048718116844,0.11524850623234519,0.0,0.17280956700420222,2.1106554705555305
"Nash County, North Carolina",0.07277682857375316,0.07523325535747896,0.07381583933308071,0.07295362666435892,0.07222847274915618,0.05763107511799576,0.05778894472361809,0.06260086067778375,0.05722246990637539,0.06973224260333706,0.074002574002574,0.10027376055268099,0.09321712194603458,0.10252326585436054,0.13838977194194885,0.11172729961549838,0.10462541518021896,0.1454330863549931,0.10475100372085534,0.0,0.09613284214813306,1.743059757024236
"New Hanover County, North Carolina",0.14491633444525806,0.1435159043854696,0.15988379436655298,0.18461557481424704,0.2794290797770742,0.16021827936072405,0.14701968339722327,0.17751479289940827,0.1480383415069104,0.16698499645632875,0.1788065538065538,0.20669638378076222,0.23513066188863752,0.27445073395375613,0.29489584361733634,0.3199127477077788,0.2884733669578054,0.294013507310996,0.20711127912715666,0.0,0.31176067679890407,4.323388536358884
"Northampton County, North Carolina",0.008854717544002386,0.009733537683848242,0.007212327901983074,0.009160928208488385,0.009589471205421387,0.006122469873967217,0.006902099429956105,0.008136094674556213,0.0036892554614355775,0.007387653609139068,0.009788634788634789,0.017615273258897217,0.01875275217516741,0.025405353545044612,0.0254467370915194,0.029540076900325347,0.038873170131627506,0.032456888072913255,0.01921683520776234,0.0,0.02158499787111942,0.315469274635809
"Onslow County, North Carolina",0.22439183142136523,0.18714205049608776,0.1700644183402804,0.1989318431886459,0.4304141918940841,0.18964299243393773,0.160813951178819,0.14965483234714003,0.12064199732501114,0.09847802323206842,0.09593109593109593,0.1137611260015193,0.13266623138011147,0.15799673798330616,0.10941356501135353,0.14293108547766933,0.13353426005658753,0.11494328240771097,0.21898441301144259,0.6524725274725275,0.5643199614950295,4.367130418085793
"Onslow County, North Carolina",0.22439183142136523,0.18714205049608776,0.1700644183402804,0.1989318431886459,0.4304141918940841,0.18964299243393773,0.160813951178819,0.14965483234714003,0.12064199732501114,0.09847802323206842,0.09593109593109593,0.1137611260015193,0.13266623138011147,0.15799673798330616,0.10941356501135353,0.14293108547766933,0.13353426005658753,0.11494328240771097,0.21898441301144259,0.12642857142857142,0.5643199614950295,3.8410864620418375
"Orange County, North Carolina",0.08073658232310905,0.10015864053131134,0.10754073512694202,0.1950622473326987,0.2209110651770062,0.09405874704370706,0.07944862653186884,0.09480903711672943,0.09121711992866696,0.10444820834384422,0.11214236214236215,0.12474021413521764,0.12803498489150736,0.1581310563177588,0.15065653075328264,0.16119491274770778,0.16736375937999753,0.12713920398662382,0.16652490312824875,0.0,0.09940946703937503,2.563728403977965
"Pamlico County, North Carolina",0.004122257478371708,0.006533838831975478,0.002109384868005558,0.007121045409027409,0.002498757162667783,0.0045867332835072125,0.0040022245615428925,0.005849919311457773,0.004101649576460098,0.00444460461037635,0.007585882585882586,0.012140062205277415,0.01568550040238699,0.018766190156384917,0.017425214729983218,0.023735581188997337,0.019990158691105916,0.026424496754311192,0.013262766594209748,0.0,0.022325478072530037,0.2227117464744616
"Pasquotank County, North Carolina",0.032422097469693274,0.03336828802667312,0.025224201086270052,0.03503653244649944,0.03114942829482718,0.025288462522908072,0.026913222237670568,0.023937600860677782,0.030205082478823003,0.02221101060698884,0.023673398673398672,0.03416990353882097,0.04083089117329972,0.04528446704403723,0.039342481982426694,0.05076160899142266,0.05295854348628368,0.04537407383122418,0.04980625649749551,0.0,0.06719857827801329,0.7351561295274538
"Pender County, North Carolina",0.04625335611422993,0.04861391196794924,0.05752178855627132,0.05078690024354964,0.037075799994767,0.03214808596029609,0.03753947603630802,0.053870808678500984,0.04335711101203745,0.04958737251792857,0.051393426393426395,0.05736071894394359,0.0746921359916182,0.06481819054015159,0.08944614473294502,0.07298136645962733,0.06403001599212696,0.07756868402071995,0.08300692716154393,0.0,0.09150484088931672,1.1835570622072578
"Perquimans County, North Carolina",0.0059257451251593304,0.008483235191309725,0.005166098269546546,0.009062024800029671,0.005520814254690075,0.003173855620284009,0.005084712098039605,0.005973193473193473,0.0038230049041462328,0.005789998438382164,0.007140382140382141,0.007367168799896802,0.018692014516300468,0.020416386836803222,0.013895744890907296,0.027506654835847383,0.019990158691105916,0.026621205166874305,0.01367580603947677,0.0,0.024232214591162368,0.2375404186835375
"Person County, North Carolina",0.026048870447210697,0.021161033583393832,0.03330807123910572,0.032106518970910033,0.026963028859991103,0.017118343861660848,0.022851411206228772,0.020519544558006097,0.021856888096299598,0.026187129866541738,0.031655281655281656,0.04053376141266178,0.041407898932535644,0.05029262208577185,0.045192022904531545,0.05882135462880805,0.03924221921515562,0.06589731820864206,0.04909568863826495,0.0,0.03883818656398674,0.7090971949349884
"Pitt County, North Carolina",0.1304613131559678,0.13333871097846253,0.13252494631804976,0.20496495110462745,0.29353201287317826,0.12317631279882875,0.11224104713289769,0.1157096109019186,0.10500445831475702,0.11355364157266928,0.11534749034749035,0.12842379853516606,0.14205019967505353,0.15030221625251847,0.183729884490078,0.17480035492457852,0.1543855332759257,0.16097305094747885,0.19407953459555388,0.0,0.21410985023787926,3.08270891843308
"Polk County, North Carolina",0.00732243104710764,0.007878250114274959,0.010420613868889731,0.009680171102896633,0.008726026321986446,0.00738177387814442,0.005849405128408843,0.010567957683342299,0.00652028533214445,0.009862217257078334,0.012597762597762598,0.018202926801301436,0.027028258195787844,0.028609805238415043,0.03450488695823872,0.04384797397219758,0.04871447902571042,0.05822569011868074,0.02427481824514241,0.0,0.028193783668709158,0.4084095165562197
"Randolph County, North Carolina",0.1072058145526537,0.1288080449571133,0.10666919287608943,0.11482685722056696,0.11181611240482482,0.08770079755920264,0.08934991161340299,0.0950219652142729,0.08895452518947838,0.10745131956707149,0.1256187506187506,0.14162450371941693,0.15817604810422584,0.1615273913460616,0.16931582584657912,0.19202898550724637,0.19042932710050436,0.1696937905711101,0.19230836544890037,0.0,0.15601917843721652,2.694546707854688
"Richmond County, North Carolina",0.03499850839367559,0.02593369363555699,0.03885310092206644,0.03156255022438711,0.034812527800308746,0.025523942133445273,0.024043140604206804,0.021606598529675454,0.030015604101649575,0.026847814335651737,0.030714780714780714,0.03391190930069229,0.04524955585586954,0.05127122709392689,0.036997729292131507,0.04898698609878734,0.03998031738221183,0.0519310209166612,0.051465414947127454,0.0,0.053073918436105816,0.7377803407189183
"Robeson County, North Carolina",0.1099313861090771,0.10459519776289962,0.10779335606921814,0.11274988564293396,0.10187341374708915,0.07331606482856061,0.07076886408326216,0.06757665411511565,0.0756130182790905,0.08065155501099139,0.08567221067221067,0.08943800255127636,0.11490046616153181,0.11338386261153219,0.1261723763451476,0.1431159420289855,0.11255997047607331,0.0851747426398269,0.1442767784323403,0.0,0.1288805790555175,2.0484443266226804
"Rockingham County, North Carolina",0.06053209665608982,0.06679035250463822,0.06746242263483643,0.0652638866566939,0.06143541170621942,0.052471000174050146,0.049943392853596044,0.05584319526627219,0.0562862238074008,0.06604442202121398,0.07507920007920008,0.10139173558457194,0.10332994214737994,0.11963925933032717,0.11743508737288973,0.13549985211475896,0.131812031000123,0.1274014818700413,0.12215816610486302,0.0,0.09831725874229438,1.7341364186274604
"Rowan County, North Carolina",0.11250779703305942,0.11744776962168267,0.12000757862826829,0.11860991259411277,0.12434914571286533,0.09508257143734707,0.09403738057878325,0.09780123722431415,0.09772625947391886,0.1053491417108124,0.12216612216612216,0.1499949834453697,0.15207191338809845,0.15540631296171928,0.18619804521670452,0.1775732031943212,0.17333005289703532,0.17028391580879942,0.1654958048493631,0.0,0.17125455858123995,2.7066937065239376
"Rutherford County, North Carolina",0.04161581645106175,0.04939367051168293,0.04221295945433876,0.04581700396849926,0.04219105680420733,0.0361921923151741,0.03574195086102449,0.03842791823561054,0.03578912171199287,0.04341297584297332,0.055947430947430946,0.06161762387306684,0.07549690997160514,0.08114746234289552,0.09359265475367756,0.1060706891452233,0.10973059416902448,0.06897908333879746,0.07089927088036907,0.0,0.07488106036764842,1.2091574459463041
"Sampson County, North Carolina",0.05028069319013913,0.05432765991772203,0.04765694076038904,0.04817832284545106,0.04680917868076088,0.0340626375764029,0.030180547003793672,0.03838309126770665,0.03617922425323228,0.041082561533748965,0.045527670527670525,0.050423540540927916,0.05694155518775529,0.06096133550801113,0.06772633033863165,0.06699201419698314,0.0824209619879444,0.06478263720411777,0.072834955738273,0.0,0.06331105722060756,1.0590629154802689
"Scotland County, North Carolina",0.027811677921514386,0.028488075071926005,0.02196539093090817,0.028595447970625687,0.026740626390015437,0.02119316494834806,0.01926629193397819,0.01902904787520172,0.018312527864467232,0.021177940346198663,0.023252648252648254,0.02809270592956757,0.029108523011980504,0.033637148613642906,0.03507256392536282,0.040298728186926945,0.037027924713986964,0.03803029309553472,0.03950127237151148,0.0,0.039208426664692056,0.5758104260190378
"Stanly County, North Carolina",0.04676863829902639,0.05432765991772203,0.044082354427182016,0.04870992866591665,0.04879771841230801,0.03839341476150011,0.04255467058613224,0.04508472296933835,0.03437360677663843,0.043833411414225136,0.05039105039105039,0.057375051957172955,0.06804136234568839,0.06767725223064378,0.07826537664132688,0.06895149364093464,0.09945872801082543,0.09612484427250673,0.0826673947361973,0.0,0.06481052962846406,1.1806892100847999
"Stokes County, North Carolina",0.025153906652564208,0.029388830631066655,0.026815713022609575,0.029683385463671542,0.03100552081425469,0.022012224463260063,0.021610026416668322,0.025181549220010757,0.023272403031654034,0.032337501651711176,0.04134491634491635,0.04501999455345497,0.055453482545515284,0.059061690492180755,0.05943331029716655,0.07645666962437149,0.0618157214909583,0.07540489148252573,0.05890362529621579,0.0,0.05027860567578074,0.8496339691705568
"Surry County, North Carolina",0.04876196675073902,0.058737328923664324,0.047568523430592397,0.05210973333168494,0.05257856040189435,0.040973452233472915,0.03790692593401791,0.04261923973462435,0.04060410164957646,0.048662414261174576,0.06000643500643501,0.07041809399590075,0.08137327846698149,0.08174230068118583,0.09048277223812815,0.09656906240757172,0.09576823717554435,0.1258933840403908,0.0927763601423936,0.0,0.06718006627297803,1.3327322370789512
"Swain County, North Carolina",0.006251186505030782,0.0065741711704444625,0.010786914235190096,0.0112131739340067,0.00945864622308276,0.006276043533013217,0.006137406399586867,0.008057647480724404,0.006999554168524298,0.007219479380638341,0.007932382932382933,0.010147773366394818,0.014971832910700457,0.014141801784515014,0.008786652186790403,0.013013901212658977,0.020051666871693935,0.01875286866434988,0.011260575384949262,0.0,0.013495251670708454,0.21152893001538606
"Transylvania County, North Carolina",0.016068668131152875,0.018015111182813046,0.015233042819249715,0.02178347571303176,0.02116748214238991,0.013504243752111638,0.016495521083679267,0.015599784830554062,0.017543468568880963,0.01801866733936358,0.020715770715770715,0.027748713612062662,0.042850418330625445,0.0506380120886501,0.06022312172968704,0.07531055900621118,0.08155984745971215,0.0820929775096715,0.04400620259234757,0.0,0.05392547066772802,0.7125005592756931
"Tyrrell County, North Carolina",0.0,5.3776451291979245e-05,0.00020209675382089175,0.0,0.0,0.0005016739528836015,0.0,0.0,0.00025635309852875613,0.0,0.0,0.0,0.0,0.0,0.0004936321453253036,0.005028098195800059,0.0,0.010950101632679824,0.0,0.0,0.0011847683222569836,0.0186705005525874
"Union County, North Carolina",0.18222005261302307,0.22575354252372887,0.25469243400277886,0.26263800116211505,0.20577461472042702,0.12238796801572595,0.12631338510735496,0.1671485565716335,0.20269728042799823,0.22593006354583348,0.24285961785961785,0.23087617709871147,0.22819138436308972,0.20234097668617482,0.23516635403297462,0.23890860692102928,0.2259810554803789,0.19874106615959608,0.20220731079818122,0.0,0.20011477443121864,4.1809432225215915
"Vance County, North Carolina",0.03513410896862203,0.02981904224140249,0.03997726411519515,0.030499338583455934,0.03513959025615532,0.023824393640002866,0.024758178242993624,0.023287609826071365,0.023272403031654034,0.026054992972719737,0.02887090387090387,0.040060771976092535,0.03755105759448502,0.048546483737887364,0.04610524237338336,0.05623336291038154,0.04717677451100996,0.048849255786505806,0.05084935611350884,0.0,0.043762379903367336,0.7397725106557982
"Wake County, North Carolina",0.9151547202560139,1.0,1.0,1.0,0.9600460503937832,0.8488732812547992,0.8854847359326276,0.9824838622915546,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,19.59204265012878
"Warren County, North Carolina",0.008163154611775554,0.010096528730069103,0.01021851711506884,0.011435706603038807,0.010609906067662682,0.008303215832420423,0.0075774127554769895,0.009570557647480724,0.00811413285777976,0.008817134551395246,0.010617760617760617,0.017271280941392308,0.022108507827565786,0.02931977357766478,0.024187975120939877,0.029281277728482696,0.033214417517529835,0.04196446134679693,0.0218735889277426,0.0,0.020659397619356153,0.34340470799739975
"Washington County, North Carolina",0.001884847991755485,0.005659971498480815,0.004041935076417835,0.011312077342465414,0.005978701692875271,0.001453830638968804,0.004588158182215425,0.0037990855298547605,0.003432902362906821,0.003351472125121626,0.005333630333630333,0.00852814287147587,0.010598721472280852,0.014525568454379738,0.016561358475663934,0.012829044661342798,0.007750030754090294,0.02603107992918497,0.01032248579739365,0.0,0.009404098557914808,0.16738714374841948
"Watauga County, North Carolina",0.01952648279228704,0.025584146702159125,0.01986863711001642,0.09708605832828514,0.1384389963107355,0.026445384087721274,0.023467138061850756,0.025618612157073697,0.027429781542576907,0.026847814335651737,0.030182655182655182,0.03458556092247273,0.049820064685606694,0.056643960472033,0.05637279099614967,0.069949719018042,0.05049821626276295,0.049439381024195136,,0.0,0.049963901590181235,0.8777693015824563
"Wayne County, North Carolina",0.10080546741518184,0.10392299212174988,0.09576859921687508,0.0952192564936269,0.1101415526308904,0.08212095461386464,0.07845551870022047,0.08010579164425319,0.07034106107891216,0.0768195850901534,0.08554846054846055,0.09863979704453267,0.11657075178037263,0.12551088937925742,0.12930694046796326,0.12374297545104998,0.15955222044531922,0.11861517277555571,0.1516554830986359,0.08485347985347985,0.21833058738591976,2.3060275372362753
"Wilkes County, North Carolina",0.04242941990074038,0.044701675136457744,0.04596438044713907,0.04641042441925155,0.04763337606949423,0.036908869390722104,0.03365642441456293,0.03381074054150977,0.039144003566651805,0.04778550578399222,0.05302692802692803,0.06727916409866846,0.06955980381736186,0.0890530557421088,0.08566985882120644,0.10093167701863354,0.08383565014146882,0.14248246016654645,0.08660877113764365,0.0,0.0641996334623003,1.261091822103388
"Wilson County, North Carolina",0.06081685786347734,0.06057917238041462,0.06594669698117973,0.06443557061085217,0.06444438630000784,0.048355226111617335,0.04622916956323118,0.0457235072619688,0.05388987962550156,0.051857724602688386,0.05749430749430749,0.07698261405495277,0.07198931017203943,0.09739998081166651,0.09201303188863659,0.09656906240757172,0.10985361053020051,0.08930561930365222,0.10103714904773406,0.0,0.09224532109072733,1.4471681981024276
"Yadkin County, North Carolina",0.02383858107558376,0.026700008066467693,0.02685360616395099,0.02458985992804777,0.028846908605667337,0.019923622700234456,0.020914850934514468,0.020160928814774968,0.019115024520731164,0.023075906639278294,0.030974655974655974,0.03990310883056945,0.03922134321332584,0.04144680034539,0.04482179879553756,0.06133540372670807,0.0425636609669086,0.05363582715887483,0.04678196767791324,0.0,0.03852348247838724,0.6732273466175216
"Yancey County, North Carolina",0.01065820519079001,0.008967223252937539,0.010496400151572565,0.008851855057054903,0.010897721028807662,0.008364645296038824,0.008749279996822054,0.010433476779630626,0.00649799375835934,0.010498876836402512,0.014008514008514009,0.0160816408433545,0.01917791578723598,0.020723400172695,0.0336657123111857,0.033385093167701864,0.030692582113421085,0.03324372172316569,0.021884089930588373,0.0,0.015253892149058665,0.3325322395553369
